,pclass,survived,sex,age,sibsp,parch,ticket,fare,male,female
439,2,0,male,49.0,1,2,220845,65.0,1,0
440,2,1,female,48.0,1,2,220845,65.0,0,1
441,2,1,female,55.0,0,0,248706,16.0,0,1
442,2,0,male,24.0,2,0,S.O.C. 14879,73.5,1,0
443,2,0,male,32.0,2,0,S.O.C. 14879,73.5,1,0
444,2,0,male,21.0,2,0,S.O.C. 14879,73.5,1,0
445,2,0,female,18.0,1,1,250650,13.0,0,1
446,2,1,female,20.0,2,1,29105,23.0,0,1
447,2,0,male,23.0,2,1,29104,11.5,1,0
448,2,0,male,36.0,0,0,242963,13.0,1,0
449,2,1,female,54.0,1,3,29105,23.0,0,1
450,2,0,male,50.0,0,0,250643,13.0,1,0
451,2,0,male,44.0,1,0,26707,26.0,1,0
452,2,1,female,29.0,1,0,26707,26.0,0,1
453,2,0,male,21.0,0,0,S.O.C. 14879,73.5,1,0
454,2,1,male,42.0,0,0,237798,13.0,1,0
455,2,0,male,63.0,1,0,24065,26.0,1,0
456,2,0,female,60.0,1,0,24065,26.0,0,1
457,2,0,male,33.0,0,0,SCO/W 1585,12.275,1,0
458,2,1,female,17.0,0,0,SO/C 14885,10.5,0,1
459,2,0,male,42.0,1,0,243847,27.0,1,0
460,2,1,female,24.0,2,1,243847,27.0,0,1
461,2,0,male,47.0,0,0,237565,15.0,1,0
462,2,0,male,24.0,2,0,C.A. 31029,31.5,1,0
463,2,0,male,22.0,2,0,C.A. 31029,31.5,1,0
464,2,0,male,32.0,0,0,C.A. 33111,10.5,1,0
465,2,1,female,23.0,0,0,SC/AH Basle 541,13.7917,0,1
466,2,0,male,34.0,1,0,244367,26.0,1,0
467,2,1,female,24.0,1,0,244367,26.0,0,1
468,2,0,female,22.0,0,0,F.C.C. 13534,21.0,0,1
469,2,1,female,28.0,0,0,226593,12.35,0,1
470,2,0,male,35.0,0,0,233734,12.35,1,0
471,2,1,female,45.0,0,0,223596,13.5,0,1
472,2,0,male,57.0,0,0,219533,12.35,1,0
473,2,0,male,28.0,0,0,239855,0.0,1,0
474,2,0,male,31.0,0,0,C.A. 18723,10.5,1,0
475,2,0,female,26.0,1,1,250651,26.0,0,1
476,2,0,male,30.0,1,1,250651,26.0,1,0
477,2,0,male,28.0,0,0,240261,10.7083,1,0
478,2,1,female,1.0,1,2,SC/Paris 2123,41.5792,0,1
479,2,1,female,3.0,1,2,SC/Paris 2123,41.5792,0,1
480,2,0,male,25.0,1,2,SC/Paris 2123,41.5792,1,0
481,2,1,female,22.0,1,2,SC/Paris 2123,41.5792,0,1
482,2,1,female,17.0,0,0,SC 1748,12.0,0,1
483,2,1,female,28.0,0,0,248727,33.0,0,1
484,2,1,female,34.0,0,0,C.A. 34260,10.5,0,1
485,2,0,male,36.0,0,0,SC/Paris 2163,12.875,1,0
486,2,0,male,24.0,0,0,C.A. 29566,10.5,1,0
487,2,0,male,61.0,0,0,235509,12.35,1,0
488,2,0,male,50.0,1,0,SC/AH 3085,26.0,1,0
489,2,1,female,42.0,1,0,SC/AH 3085,26.0,0,1
490,2,0,female,57.0,0,0,S.O./P.P. 3,10.5,0,1
491,2,0,male,28.0,0,0,237735,15.0458,1,0
492,2,1,male,1.0,0,2,S.C./PARIS 2079,37.0042,1,0
493,2,0,male,31.0,1,1,S.C./PARIS 2079,37.0042,1,0
494,2,1,female,24.0,1,1,S.C./PARIS 2079,37.0042,0,1
495,2,0,male,28.0,0,0,SC/A.3 2861,15.5792,1,0
496,2,0,male,30.0,0,0,28228,13.0,1,0
497,2,0,male,40.0,0,0,239059,16.0,1,0
498,2,0,male,32.0,0,0,237216,13.5,1,0
499,2,0,male,30.0,0,0,233478,13.0,1,0
500,2,0,male,46.0,0,0,28403,26.0,1,0
501,2,1,female,13.0,0,1,250644,19.5,0,1
502,2,1,female,41.0,0,1,250644,19.5,0,1
503,2,1,male,19.0,0,0,SW/PP 751,10.5,1,0
504,2,0,male,39.0,0,0,248723,13.0,1,0
505,2,0,male,48.0,0,0,234360,13.0,1,0
506,2,0,male,70.0,0,0,C.A. 24580,10.5,1,0
507,2,0,male,27.0,0,0,211536,13.0,1,0
508,2,0,male,54.0,0,0,29011,14.0,1,0
509,2,0,male,39.0,0,0,250655,26.0,1,0
510,2,0,male,16.0,0,0,S.O./P.P. 3,10.5,1,0
511,2,0,male,62.0,0,0,240276,9.6875,1,0
512,2,0,male,32.5,1,0,237736,30.0708,1,0
513,2,1,female,14.0,1,0,237736,30.0708,0,1
514,2,1,male,2.0,1,1,230080,26.0,1,0
515,2,1,male,3.0,1,1,230080,26.0,1,0
516,2,0,male,36.5,0,2,230080,26.0,1,0
517,2,0,male,26.0,0,0,244368,13.0,1,0
518,2,0,male,19.0,1,1,C.A. 33112,36.75,1,0
519,2,0,male,28.0,0,0,218629,13.5,1,0
520,2,1,male,20.0,0,0,SC/PARIS 2166,13.8625,1,0
521,2,1,female,29.0,0,0,C.A. 29395,10.5,0,1
522,2,0,male,39.0,0,0,28213,13.0,1,0
523,2,1,male,22.0,0,0,W./C. 14260,10.5,1,0
524,2,1,male,28.0,0,0,SC/PARIS 2146,13.8625,1,0
525,2,0,male,23.0,0,0,244278,10.5,1,0
526,2,1,male,29.0,0,0,SC/PARIS 2147,13.8583,1,0
527,2,0,male,28.0,0,0,SC 14888,10.5,1,0
528,2,0,male,28.0,0,0,239853,0.0,1,0
529,2,1,female,50.0,0,1,230433,26.0,0,1
530,2,0,male,19.0,0,0,28665,10.5,1,0
531,2,0,male,28.0,0,0,SC/PARIS 2131,15.05,1,0
532,2,0,male,41.0,0,0,237393,13.0,1,0
533,2,1,female,21.0,0,1,S.O./P.P. 2,21.0,0,1
534,2,1,female,19.0,0,0,250655,26.0,0,1
535,2,0,male,43.0,0,1,S.O./P.P. 2,21.0,1,0
536,2,1,female,32.0,0,0,234604,13.0,0,1
537,2,0,male,34.0,0,0,250647,13.0,1,0
538,2,1,male,30.0,0,0,C.A. 34644,12.7375,1,0
539,2,0,male,27.0,0,0,SC/PARIS 2168,15.0333,1,0
540,2,1,female,2.0,1,1,26360,26.0,0,1
541,2,1,female,8.0,1,1,26360,26.0,0,1
542,2,1,female,33.0,0,2,26360,26.0,0,1
543,2,0,male,36.0,0,0,C.A. 17248,10.5,1,0
544,2,0,male,34.0,1,0,31027,21.0,1,0
545,2,1,female,30.0,3,0,31027,21.0,0,1
546,2,1,female,28.0,0,0,230434,13.0,0,1
547,2,0,male,23.0,0,0,SC/PARIS 2133,15.0458,1,0
548,2,1,male,0.8333,1,1,29106,18.75,1,0
549,2,1,male,3.0,1,1,29106,18.75,1,0
550,2,1,female,24.0,2,3,29106,18.75,0,1
551,2,1,female,50.0,0,0,W./C. 14258,10.5,0,1
552,2,0,male,19.0,0,0,28004,10.5,1,0
553,2,1,female,21.0,0,0,C.A. 31026,10.5,0,1
554,2,0,male,26.0,0,0,248659,13.0,1,0
555,2,0,male,25.0,0,0,244361,13.0,1,0
556,2,0,male,27.0,0,0,244358,26.0,1,0
557,2,1,female,25.0,0,1,230433,26.0,0,1
558,2,1,female,18.0,0,2,250652,13.0,0,1
559,2,1,female,20.0,0,0,C.A. 33112,36.75,0,1
560,2,1,female,30.0,0,0,250648,13.0,0,1
561,2,0,male,59.0,0,0,237442,13.5,1,0
562,2,1,female,30.0,0,0,234818,12.35,0,1
563,2,0,male,35.0,0,0,28206,10.5,1,0
564,2,1,female,40.0,0,0,31418,13.0,0,1
565,2,0,male,25.0,0,0,C.A. 29178,13.0,1,0
566,2,0,male,41.0,0,0,237734,15.0458,1,0
567,2,0,male,25.0,0,0,F.C.C. 13540,10.5,1,0
568,2,0,male,18.5,0,0,248734,13.0,1,0
569,2,0,male,14.0,0,0,220845,65.0,1,0
570,2,1,female,50.0,0,0,F.C.C. 13531,10.5,0,1
571,2,0,male,23.0,0,0,233639,13.0,1,0
572,2,1,female,28.0,0,0,240929,12.65,0,1
573,2,1,female,27.0,0,0,34218,10.5,0,1
574,2,0,male,29.0,1,0,11668,21.0,1,0
575,2,0,female,27.0,1,0,11668,21.0,0,1
576,2,0,male,40.0,0,0,28221,13.0,1,0
577,2,1,female,31.0,0,0,F.C.C. 13528,21.0,0,1
578,2,0,male,30.0,1,0,CA 31352,21.0,1,0
579,2,0,male,23.0,1,0,28666,10.5,1,0
580,2,1,female,31.0,0,0,CA 31352,21.0,0,1
581,2,0,male,28.0,0,0,239856,0.0,1,0
582,2,1,female,12.0,0,0,C.A. 33595,15.75,0,1
583,2,1,female,40.0,0,0,C.A. 33595,15.75,0,1
584,2,1,female,32.5,0,0,27267,13.0,0,1
585,2,0,male,27.0,1,0,228414,26.0,1,0
586,2,1,female,29.0,1,0,228414,26.0,0,1
587,2,1,male,2.0,1,1,29103,23.0,1,0
588,2,1,female,4.0,1,1,29103,23.0,0,1
589,2,1,female,29.0,0,2,29103,23.0,0,1
590,2,1,female,0.9167,1,2,C.A. 34651,27.75,0,1
591,2,1,female,5.0,1,2,C.A. 34651,27.75,0,1
592,2,0,male,36.0,1,2,C.A. 34651,27.75,1,0
593,2,1,female,33.0,1,2,C.A. 34651,27.75,0,1
594,2,0,male,66.0,0,0,C.A. 24579,10.5,1,0
595,2,0,male,28.0,0,0,SC/PARIS 2159,12.875,1,0
596,2,1,male,31.0,0,0,244270,13.0,1,0
597,2,1,male,28.0,0,0,244373,13.0,1,0
598,2,1,female,26.0,0,0,220844,13.5,0,1
599,2,0,female,24.0,0,0,248747,13.0,0,1
600,3,0,male,42.0,0,0,C.A. 5547,7.55,1,0
601,3,0,male,13.0,0,2,C.A. 2673,20.25,1,0
602,3,0,male,16.0,1,1,C.A. 2673,20.25,1,0
603,3,1,female,35.0,1,1,C.A. 2673,20.25,0,1
604,3,1,female,16.0,0,0,348125,7.65,0,1
605,3,1,male,25.0,0,0,348122,7.65,1,0
606,3,1,male,20.0,0,0,SOTON/O2 3101284,7.925,1,0
607,3,1,female,18.0,0,0,2657,7.2292,0,1
608,3,0,male,30.0,0,0,C 7076,7.25,1,0
609,3,0,male,26.0,0,0,341826,8.05,1,0
610,3,0,female,40.0,1,0,7546,9.475,0,1
611,3,1,male,0.8333,0,1,392091,9.35,1,0
612,3,1,female,18.0,0,1,392091,9.35,0,1
613,3,1,male,26.0,0,0,2699,18.7875,1,0
614,3,0,male,26.0,0,0,3474,7.8875,1,0
615,3,0,male,20.0,0,0,SOTON/O2 3101287,7.925,1,0
616,3,0,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,1,0
617,3,0,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,1,0
618,3,0,male,35.0,0,0,373450,8.05,1,0
619,3,0,male,18.0,0,0,2223,8.3,1,0
620,3,0,male,32.0,0,0,C 4001,22.525,1,0
621,3,1,female,19.0,1,0,350046,7.8542,0,1
622,3,0,male,4.0,4,2,347082,31.275,1,0
623,3,0,female,6.0,4,2,347082,31.275,0,1
624,3,0,female,2.0,4,2,347082,31.275,0,1
625,3,1,female,17.0,4,2,3101281,7.925,0,1
626,3,0,female,38.0,4,2,347091,7.775,0,1
627,3,0,female,9.0,4,2,347082,31.275,0,1
628,3,0,female,11.0,4,2,347082,31.275,0,1
629,3,0,male,39.0,1,5,347082,31.275,1,0
630,3,1,male,27.0,0,0,350043,7.7958,1,0
631,3,0,male,26.0,0,0,347075,7.775,1,0
632,3,0,female,39.0,1,5,347082,31.275,0,1
633,3,0,male,20.0,0,0,347466,7.8542,1,0
634,3,0,male,26.0,0,0,349202,7.8958,1,0
635,3,0,male,25.0,1,0,349237,17.8,1,0
636,3,0,female,18.0,1,0,349237,17.8,0,1
637,3,0,male,24.0,0,0,349911,7.775,1,0
638,3,0,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,1,0
639,3,0,male,5.0,4,2,347077,31.3875,1,0
640,3,0,male,9.0,4,2,347077,31.3875,1,0
641,3,1,male,3.0,4,2,347077,31.3875,1,0
642,3,0,male,13.0,4,2,347077,31.3875,1,0
643,3,1,female,5.0,4,2,347077,31.3875,0,1
644,3,0,male,40.0,1,5,347077,31.3875,1,0
645,3,1,male,23.0,0,0,350054,7.7958,1,0
646,3,1,female,38.0,1,5,347077,31.3875,0,1
647,3,1,female,45.0,0,0,2696,7.225,0,1
648,3,0,male,21.0,0,0,2692,7.225,1,0
649,3,0,male,23.0,0,0,SOTON/O.Q. 3101309,7.05,1,0
650,3,0,female,17.0,0,0,2627,14.4583,0,1
651,3,0,male,30.0,0,0,2694,7.225,1,0
652,3,0,male,23.0,0,0,347468,7.8542,1,0
653,3,1,female,13.0,0,0,2687,7.2292,0,1
654,3,0,male,20.0,0,0,2679,7.225,1,0
655,3,0,male,32.0,1,0,3101278,15.85,1,0
656,3,1,female,33.0,3,0,3101278,15.85,0,1
657,3,1,female,0.75,2,1,2666,19.2583,0,1
658,3,1,female,0.75,2,1,2666,19.2583,0,1
659,3,1,female,5.0,2,1,2666,19.2583,0,1
660,3,1,female,24.0,0,3,2666,19.2583,0,1
661,3,1,female,18.0,0,0,A/4 31416,8.05,0,1
662,3,0,male,40.0,0,0,2623,7.225,1,0
663,3,0,male,26.0,0,0,349248,7.8958,1,0
664,3,1,male,20.0,0,0,2663,7.2292,1,0
665,3,0,female,18.0,0,1,2691,14.4542,0,1
666,3,0,female,45.0,0,1,2691,14.4542,0,1
667,3,0,female,27.0,0,0,330844,7.8792,0,1
668,3,0,male,22.0,0,0,324669,8.05,1,0
669,3,0,male,19.0,0,0,323951,8.05,1,0
670,3,0,male,26.0,0,0,347068,7.775,1,0
671,3,0,male,22.0,0,0,PP 4348,9.35,1,0
672,3,0,male,28.0,0,0,2622,7.2292,1,0
673,3,0,male,20.0,0,0,2648,4.0125,1,0
674,3,1,male,32.0,0,0,1601,56.4958,1,0
675,3,0,male,21.0,0,0,312992,7.775,1,0
676,3,0,male,18.0,0,0,347090,7.75,1,0
677,3,0,male,26.0,0,0,349224,7.8958,1,0
678,3,0,male,6.0,1,1,2678,15.2458,1,0
679,3,0,female,9.0,1,1,2678,15.2458,0,1
680,3,0,male,28.0,0,0,2664,7.225,1,0
681,3,0,female,28.0,0,2,2678,15.2458,0,1
682,3,0,female,28.0,0,2,364848,7.75,0,1
683,3,0,male,40.0,1,1,364849,15.5,1,0
684,3,0,female,32.0,1,1,364849,15.5,0,1
685,3,0,male,21.0,0,0,54636,16.1,1,0
686,3,1,female,22.0,0,0,334914,7.725,0,1
687,3,0,female,20.0,0,0,347471,7.8542,0,1
688,3,0,male,29.0,1,0,3460,7.0458,1,0
689,3,0,male,22.0,1,0,A/5 21171,7.25,1,0
690,3,0,male,22.0,0,0,350045,7.7958,1,0
691,3,0,male,35.0,0,0,364512,8.05,1,0
692,3,0,female,18.5,0,0,329944,7.2833,0,1
693,3,1,male,21.0,0,0,330920,7.8208,1,0
694,3,0,male,19.0,0,0,365222,6.75,1,0
695,3,0,female,18.0,0,0,330963,7.8792,0,1
696,3,0,female,21.0,0,0,315087,8.6625,0,1
697,3,0,female,30.0,0,0,315084,8.6625,0,1
698,3,0,male,18.0,0,0,315091,8.6625,1,0
699,3,0,male,38.0,0,0,315089,8.6625,1,0
700,3,0,male,17.0,0,0,315093,8.6625,1,0
701,3,0,male,17.0,0,0,315086,8.6625,1,0
702,3,0,female,21.0,0,0,364846,7.75,0,1
703,3,0,male,21.0,0,0,364858,7.75,1,0
704,3,0,male,21.0,0,0,A./5. 2152,8.05,1,0
705,3,0,male,28.0,1,0,2689,14.4583,1,0
706,3,0,female,28.0,1,0,2689,14.4583,0,1
707,3,0,male,28.0,0,0,350042,7.7958,1,0
708,3,0,male,24.0,0,0,350409,7.8542,1,0
709,3,1,female,16.0,0,0,367231,7.75,0,1
710,3,0,female,37.0,0,0,368364,7.75,0,1
711,3,0,male,28.0,0,0,392095,7.25,1,0
712,3,0,male,24.0,0,0,343275,8.05,1,0
713,3,0,male,21.0,0,0,A/5. 13032,7.7333,1,0
714,3,1,male,32.0,0,0,1601,56.4958,1,0
715,3,0,male,29.0,0,0,343276,8.05,1,0
716,3,0,male,26.0,1,0,2680,14.4542,1,0
717,3,0,male,18.0,1,0,2680,14.4542,1,0
718,3,0,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,1,0
719,3,1,male,18.0,0,0,A/5 3540,8.05,1,0
720,3,0,male,24.0,0,0,371109,7.25,1,0
721,3,0,male,36.0,0,0,349210,7.4958,1,0
722,3,0,male,24.0,0,0,349209,7.4958,1,0
723,3,0,male,31.0,0,0,21332,7.7333,1,0
724,3,0,male,31.0,0,0,335097,7.75,1,0
725,3,1,female,22.0,0,0,370373,7.75,0,1
726,3,0,female,30.0,0,0,330972,7.6292,0,1
727,3,0,male,70.5,0,0,370369,7.75,1,0
728,3,0,male,43.0,0,0,A/5 3536,8.05,1,0
729,3,0,male,35.0,0,0,349230,7.8958,1,0
730,3,0,male,27.0,0,0,349229,7.8958,1,0
731,3,0,male,19.0,0,0,349231,7.8958,1,0
732,3,0,male,30.0,0,0,SOTON/OQ 392090,8.05,1,0
733,3,1,male,9.0,1,1,C.A. 37671,15.9,1,0
734,3,1,male,3.0,1,1,C.A. 37671,15.9,1,0
735,3,1,female,36.0,0,2,C.A. 37671,15.9,0,1
736,3,0,male,59.0,0,0,364500,7.25,1,0
737,3,0,male,19.0,0,0,S.P. 3464,8.1583,1,0
738,3,1,female,17.0,0,1,371362,16.1,0,1
739,3,0,male,44.0,0,1,371362,16.1,1,0
740,3,0,male,17.0,0,0,315090,8.6625,1,0
741,3,0,male,22.5,0,0,2698,7.225,1,0
742,3,1,male,45.0,0,0,7598,8.05,1,0
743,3,0,female,22.0,0,0,7552,10.5167,0,1
744,3,0,male,19.0,0,0,349228,10.1708,1,0
745,3,1,female,30.0,0,0,382650,6.95,0,1
746,3,1,male,29.0,0,0,382651,7.75,1,0
747,3,0,male,0.3333,0,2,347080,14.4,1,0
748,3,0,male,34.0,1,1,347080,14.4,1,0
749,3,0,female,28.0,1,1,347080,14.4,0,1
750,3,0,male,27.0,0,0,349219,7.8958,1,0
751,3,0,male,25.0,0,0,349203,7.8958,1,0
752,3,0,male,24.0,2,0,A/4 48871,24.15,1,0
753,3,0,male,22.0,0,0,SC/A4 23568,8.05,1,0
754,3,0,male,21.0,2,0,A/4 48871,24.15,1,0
755,3,0,male,17.0,2,0,A/4 48873,8.05,1,0
756,3,0,male,28.0,1,0,386525,16.1,1,0
757,3,1,female,28.0,1,0,386525,16.1,0,1
758,3,1,male,36.5,1,0,345572,17.4,1,0
759,3,1,female,36.0,1,0,345572,17.4,0,1
760,3,1,male,30.0,0,0,345774,9.5,1,0
761,3,0,male,16.0,0,0,345778,9.5,1,0
762,3,1,male,1.0,1,2,C.A. 2315,20.575,1,0
763,3,1,female,0.1667,1,2,C.A. 2315,20.575,0,1
764,3,0,male,26.0,1,2,C.A. 2315,20.575,1,0
765,3,1,female,33.0,1,2,C.A. 2315,20.575,0,1
766,3,0,male,25.0,0,0,349250,7.8958,1,0
767,3,0,male,28.0,0,0,349238,7.8958,1,0
768,3,0,male,28.0,0,0,349225,7.8958,1,0
769,3,0,male,22.0,0,0,A/5 21172,7.25,1,0
770,3,0,male,36.0,0,0,A/5 21175,7.25,1,0
771,3,1,female,19.0,0,0,330958,7.8792,0,1
772,3,0,male,17.0,0,0,349232,7.8958,1,0
773,3,0,male,42.0,0,0,315088,8.6625,1,0
774,3,0,male,43.0,0,0,349226,7.8958,1,0
775,3,0,male,28.0,0,0,2686,7.2292,1,0
776,3,0,male,32.0,0,0,370376,7.75,1,0
777,3,1,male,19.0,0,0,A/5. 10482,8.05,1,0
778,3,1,female,30.0,0,0,364516,12.475,0,1
779,3,0,female,24.0,0,0,368702,7.75,0,1
780,3,1,female,23.0,0,0,SOTON/OQ 392083,8.05,0,1
781,3,0,male,33.0,0,0,349241,7.8958,1,0
782,3,0,male,65.0,0,0,336439,7.75,1,0
783,3,1,male,24.0,0,0,S.O./P.P. 752,7.55,1,0
784,3,0,male,23.0,1,0,347072,13.9,1,0
785,3,1,female,22.0,1,0,347072,13.9,0,1
786,3,0,male,18.0,0,0,349912,7.775,1,0
787,3,0,male,16.0,0,0,347074,7.775,1,0
788,3,0,male,45.0,0,0,347061,6.975,1,0
789,3,0,male,28.0,0,0,2674,7.225,1,0
790,3,0,male,39.0,0,2,2675,7.2292,1,0
791,3,0,male,17.0,1,1,2690,7.2292,1,0
792,3,0,male,15.0,1,1,2695,7.2292,1,0
793,3,0,male,47.0,0,0,A/5 3902,7.25,1,0
794,3,1,female,5.0,0,0,364516,12.475,0,1
795,3,0,male,28.0,0,0,2631,7.225,1,0
796,3,0,male,40.5,0,0,C.A. 6212,15.1,1,0
797,3,0,male,40.5,0,0,367232,7.75,1,0
798,3,1,male,28.0,0,0,SOTON/O.Q. 3101308,7.05,1,0
799,3,0,male,18.0,0,0,350036,7.7958,1,0
800,3,0,female,28.0,0,0,364859,7.75,0,1
801,3,0,male,28.0,0,0,364851,7.75,1,0
802,3,0,male,28.0,0,0,368323,6.95,1,0
803,3,0,male,26.0,0,0,330910,7.8792,1,0
804,3,0,male,28.0,0,0,365235,7.75,1,0
805,3,1,male,28.0,0,0,1601,56.4958,1,0
806,3,0,female,21.0,2,2,W./C. 6608,34.375,0,1
807,3,0,female,9.0,2,2,W./C. 6608,34.375,0,1
808,3,0,male,28.0,0,0,A/5 1478,8.05,1,0
809,3,0,male,18.0,2,2,W./C. 6608,34.375,1,0
810,3,0,male,16.0,1,3,W./C. 6608,34.375,1,0
811,3,0,female,48.0,1,3,W./C. 6608,34.375,0,1
812,3,0,male,28.0,0,0,368573,7.75,1,0
813,3,0,male,28.0,0,0,SOTON/O.Q. 3101314,7.25,1,0
814,3,0,male,25.0,0,0,36864,7.7417,1,0
815,3,0,male,28.0,0,0,358585,14.5,1,0
816,3,0,male,28.0,0,0,349254,7.8958,1,0
817,3,0,male,22.0,0,0,14973,8.05,1,0
818,3,1,female,16.0,0,0,35851,7.7333,0,1
819,3,1,female,28.0,0,0,335677,7.75,0,1
820,3,1,male,9.0,0,2,363291,20.525,1,0
821,3,0,male,33.0,1,1,363291,20.525,1,0
822,3,0,male,41.0,0,0,SOTON/O.Q. 3101263,7.85,1,0
823,3,1,female,31.0,1,1,363291,20.525,0,1
824,3,0,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,1,0
825,3,0,male,9.0,5,2,CA 2144,46.9,1,0
826,3,0,male,1.0,5,2,CA 2144,46.9,1,0
827,3,0,male,11.0,5,2,CA 2144,46.9,1,0
828,3,0,female,10.0,5,2,CA 2144,46.9,0,1
829,3,0,female,16.0,5,2,CA 2144,46.9,0,1
830,3,0,male,14.0,5,2,CA 2144,46.9,1,0
831,3,0,male,40.0,1,6,CA 2144,46.9,1,0
832,3,0,female,43.0,1,6,CA 2144,46.9,0,1
833,3,0,male,51.0,0,0,21440,8.05,1,0
834,3,0,male,32.0,0,0,8471,8.3625,1,0
835,3,0,male,28.0,0,0,376563,8.05,1,0
836,3,0,male,20.0,0,0,7534,9.8458,1,0
837,3,0,male,37.0,2,0,3101276,7.925,1,0
838,3,0,male,28.0,2,0,3101277,7.925,1,0
839,3,0,male,19.0,0,0,347069,7.775,1,0
840,3,0,female,24.0,0,0,349236,8.85,0,1
841,3,0,female,17.0,0,0,AQ/3. 30631,7.7333,0,1
842,3,0,male,28.0,1,0,65303,19.9667,1,0
843,3,0,male,28.0,1,0,65304,19.9667,1,0
844,3,0,male,28.0,1,0,STON/O2. 3101279,15.85,1,0
845,3,1,female,24.0,1,0,STON/O2. 3101279,15.85,0,1
846,3,0,male,20.0,0,0,345769,9.5,1,0
847,3,0,male,23.5,0,0,2693,7.2292,1,0
848,3,0,male,41.0,2,0,350026,14.1083,1,0
849,3,0,male,26.0,1,0,350025,7.8542,1,0
850,3,0,male,21.0,0,0,350029,7.8542,1,0
851,3,1,female,45.0,1,0,350026,14.1083,0,1
852,3,0,female,28.0,0,0,W./C. 6609,7.55,0,1
853,3,0,male,25.0,0,0,374887,7.25,1,0
854,3,0,male,28.0,0,0,394140,6.8583,1,0
855,3,0,male,11.0,0,0,2699,18.7875,1,0
856,3,1,female,28.0,0,0,370375,7.75,0,1
857,3,1,male,27.0,0,0,347089,6.975,1,0
858,3,1,male,28.0,0,0,1601,56.4958,1,0
859,3,0,female,18.0,0,0,365226,6.75,0,1
860,3,1,female,26.0,0,0,STON/O2. 3101282,7.925,0,1
861,3,0,female,23.0,0,0,STON/O2. 3101290,7.925,0,1
862,3,1,female,22.0,0,0,7548,8.9625,0,1
863,3,0,male,28.0,0,0,349243,7.8958,1,0
864,3,0,female,28.0,0,0,347086,7.775,0,1
865,3,0,female,28.0,0,0,382649,7.75,0,1
866,3,1,female,2.0,0,1,3101298,12.2875,0,1
867,3,1,female,22.0,1,1,3101298,12.2875,0,1
868,3,0,male,43.0,0,0,C 7075,6.45,1,0
869,3,0,male,28.0,0,0,C 4001,22.525,1,0
870,3,1,female,27.0,0,0,STON/O2. 3101283,7.925,0,1
871,3,0,male,28.0,0,0,370377,7.75,1,0
872,3,1,female,28.0,0,0,A. 2. 39186,8.05,0,1
873,3,0,male,42.0,0,0,348121,7.65,1,0
874,3,1,male,28.0,0,0,3470,7.8875,1,0
875,3,0,male,30.0,0,0,2685,7.2292,1,0
